run_id,display_name,method_name,dataset_group,tables,num_train_images,num_test_images,top1_accuracy,top5_accuracy,overall_accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,training_time_seconds,inference_time_seconds,best_epoch,best_val_accuracy,hardware,predictions,scores,runtime
full_scratch,Full-data Scratch ResNet18,resnet18_scratch_full_basic_aug,full_data,full_data,129378,5000,0.642,0.8476,0.642,0.642,0.6628681400299047,0.642,0.640155237090126,1295.0048135658726,13.725683744996786,15.0,0.65,NVIDIA L40S,full_data/resnet18_scratch_full_basic_aug/predictions.csv,full_data/resnet18_scratch_full_basic_aug/scores.npz,full_data/resnet18_scratch_full_basic_aug/runtime.json
full_finetuned,Full-data Fine-tuned ResNet18,resnet18_pretrained_finetuned,full_data,full_data,129378,5000,0.8158,0.937,0.8158,0.8158000000000001,0.8291775982187747,0.8158000000000001,0.8153258686483347,1351.6783515289426,5.274999314919114,13.0,0.8144,NVIDIA L40S,full_data/resnet18_pretrained_finetuned/predictions.csv,full_data/resnet18_pretrained_finetuned/scores.npz,full_data/resnet18_pretrained_finetuned/runtime.json
