run_id,display_name,method_name,dataset_group,tables,num_train_images,num_test_images,top1_accuracy,top5_accuracy,overall_accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,training_time_seconds,inference_time_seconds,best_epoch,best_val_accuracy,hardware,predictions,scores,runtime
sift_bovw_svm,SIFT + BoVW + SVM,sift_bovw_svm,limited,main,20000,5000,0.0294,0.0802,0.0294,0.029400000000000003,0.021599176545476193,0.029400000000000003,0.022591790376892334,117.52,92.72,,,macOS CPU,traditional/sift_bovw_svm/sift_predictions.csv,traditional/sift_bovw_svm/sift_scores.npz,traditional/sift_bovw_svm/sift_runtime.json
hog_random_forest,HOG + Random Forest,hog_random_forest,limited,main,20000,5000,0.0138,0.0526,0.0138,0.013800000000000002,0.011921462082398275,0.013800000000000002,0.008850209903875875,686.71,37.32,,,macOS CPU,traditional/hog_random_forest/hog_predictions.csv,traditional/hog_random_forest/hog_scores.npz,traditional/hog_random_forest/hog_runtime.json
scratch_basic_aug_sgd,"Scratch (basic aug., 100-epoch SGD)",resnet18_scratch_basic_aug_sgd,limited,"main,scratch_ablation",20000,5000,0.3794,0.6124,0.3794,0.37939999999999996,0.3925449201383412,0.37939999999999996,0.37511498506033875,4330.73727057036,22.585460605099797,91.0,0.391,Tesla V100-SXM2-32GB,scratch/resnet18_scratch_basic_aug_sgd/predictions.csv,scratch/resnet18_scratch_basic_aug_sgd/scores.npz,scratch/resnet18_scratch_basic_aug_sgd/runtime.json
transfer_frozen,Pretrained ResNet18 (frozen),resnet18_pretrained_frozen,limited,"main,transfer_ablation",20000,5000,0.5388,0.7668,0.5388,0.5388,0.5552905601192754,0.5388,0.5355043059201828,557.7945545000257,13.90293430001475,15.0,0.5404,NVIDIA GeForce RTX 5070 Ti Laptop GPU,transfer/resnet18_pretrained_frozen/predictions.csv,transfer/resnet18_pretrained_frozen/scores.npz,transfer/resnet18_pretrained_frozen/runtime.json
transfer_finetuned,Pretrained ResNet18 (fine-tuned),resnet18_pretrained_finetuned,limited,"main,transfer_ablation",20000,5000,0.6624,0.8582,0.6624,0.6624000000000001,0.6825158534190269,0.6624000000000001,0.6620301298160315,725.7413166000042,12.822332000010647,15.0,0.6632,NVIDIA GeForce RTX 5070 Ti Laptop GPU,transfer/resnet18_pretrained_finetuned/predictions.csv,transfer/resnet18_pretrained_finetuned/scores.npz,transfer/resnet18_pretrained_finetuned/runtime.json
