run_id,display_name,method_name,dataset_group,tables,num_train_images,num_test_images,top1_accuracy,top5_accuracy,overall_accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,training_time_seconds,inference_time_seconds,best_epoch,best_val_accuracy,hardware,predictions,scores,runtime
transfer_frozen,Pretrained ResNet18 (frozen),resnet18_pretrained_frozen,limited,"main,transfer_ablation",20000,5000,0.5388,0.7668,0.5388,0.5388,0.5552905601192754,0.5388,0.5355043059201828,557.7945545000257,13.90293430001475,15.0,0.5404,NVIDIA GeForce RTX 5070 Ti Laptop GPU,transfer/resnet18_pretrained_frozen/predictions.csv,transfer/resnet18_pretrained_frozen/scores.npz,transfer/resnet18_pretrained_frozen/runtime.json
transfer_finetuned,Pretrained ResNet18 (fine-tuned),resnet18_pretrained_finetuned,limited,"main,transfer_ablation",20000,5000,0.6624,0.8582,0.6624,0.6624000000000001,0.6825158534190269,0.6624000000000001,0.6620301298160315,725.7413166000042,12.822332000010647,15.0,0.6632,NVIDIA GeForce RTX 5070 Ti Laptop GPU,transfer/resnet18_pretrained_finetuned/predictions.csv,transfer/resnet18_pretrained_finetuned/scores.npz,transfer/resnet18_pretrained_finetuned/runtime.json
transfer_regularized,Fine-tuned + regularization,resnet18_pretrained_finetuned,limited,transfer_ablation,20000,5000,0.652,0.8542,0.652,0.652,0.6717033507342332,0.652,0.6510663334476904,711.4352917000069,13.917071899981238,14.0,0.6602,NVIDIA GeForce RTX 5070 Ti Laptop GPU,transfer/resnet18_pretrained_finetuned_regularized_extra/predictions.csv,transfer/resnet18_pretrained_finetuned_regularized_extra/scores.npz,transfer/resnet18_pretrained_finetuned_regularized_extra/runtime.json
transfer_attention,Fine-tuned + self-attention,resnet18_pretrained_finetuned_attention_extra,limited,transfer_ablation,20000,5000,0.6208,0.8282,0.6208,0.6208,0.6406776098342661,0.6208,0.6204186599229201,756.7522917999886,13.975783300003968,13.0,0.6394,NVIDIA GeForce RTX 5070 Ti Laptop GPU,transfer/resnet18_pretrained_finetuned_attention_extra/predictions.csv,transfer/resnet18_pretrained_finetuned_attention_extra/scores.npz,transfer/resnet18_pretrained_finetuned_attention_extra/runtime.json
